cluster_id,method_name
0,endCDATA
0,textDecl
0,startCDATA
0,startGeneralEntity
0,ignorableWhitespace
0,endGeneralEntity
1,getIncludeParentBaseURI
1,getIncludeParentLanguage
2,xmlDecl
2,doctypeDecl
3,getDocumentHandler
3,sameBaseURIAsIncludeParent
3,getFeatureDefault
3,scopeOfBaseURI
3,searchForRecursiveIncludes
3,restoreLanguage
3,processXMLLangAttributes
3,isValidInHTTPHeader
3,getBaseURI
3,isIncludeElement
3,checkWhitespace
3,addUnparsedEntity
3,setupCurrentBaseURI
3,processXMLBaseAttributes
3,getSawInclude
3,getRelativeURI
3,setDocumentSource
3,reportResourceError
3,reportFatalError
3,sameLanguageAsIncludeParent
3,setDTDSource
3,isRootDocument
3,copyFeatures1
3,getDocumentSource
3,restoreBaseURI
3,setParent
3,addNotation
3,getRecognizedFeatures
3,getLanguage
3,isEqual
3,getSawFallback
3,checkUnparsedEntity
3,getResultDepth
3,checkNotation
3,getPropertyDefault
3,scopeOfLanguage
3,createInputSource
3,setXIncludeLocator
3,isTopLevelIncludedItem
3,reportError
3,getDTDSource
3,setSawInclude
3,copyFeatures
3,hasXIncludeNamespace
3,setSawFallback
3,setHref
3,getRecognizedProperties
3,isFallbackElement
4,getDTDHandler
4,elementDecl
4,startDTD
4,endDTD
4,endExternalSubset
4,internalEntityDecl
4,startExternalSubset
4,startConditional
4,endAttlist
4,endConditional
4,startAttlist
4,notationDecl
4,setDTDHandler
4,externalEntityDecl
4,attributeDecl
4,endParameterEntity
4,startParameterEntity
4,ignoredCharacters
5,comment
5,processingInstruction
6,checkAndSendNotation
7,modifyAugmentations
8,endDocument
8,getRootElementProcessed
8,setRootElementProcessed
9,checkAndSendUnparsedEntity
9,unparsedEntityDecl
10,isTopLevelIncludedItemViaFallback
10,isTopLevelIncludedItemViaInclude
10,getState
10,getIncludeParentDepth
10,setState
10,saveLanguage
10,saveBaseURI
11,handleIncludeElement
12,setProperty
13,setFeature
14,processAttributes
15,reset
16,setDocumentHandler
17,escapeHref
18,characters
19,startDocument
20,getRelativeBaseURI
21,handleFallbackElement
22,emptyElement
23,checkMultipleRootElements
24,startElement
25,endElement
26,setErrorReporter
