cluster_id,method_name
0,setUserData
0,clearIdentifiers
0,getUserData
0,callUserDataHandlers
0,removeIdentifier
0,getUserDataRecord
0,getIdentifiers
0,putIdentifier
0,setUserDataTable
0,getIdentifier
0,removeUserDataTable
1,isValidQName
1,checkNamespaceWF
1,setStrictErrorChecking
1,checkDOMNSErr
1,checkQName
1,getErrorChecking
1,createEntityReference
1,createAttribute
1,createElementDefinition
1,isXML11Version
1,isXMLName
1,saveXML
1,createNotation
1,getStrictErrorChecking
1,setErrorChecking
1,createProcessingInstruction
1,createEntity
1,createElement
2,getMutationEvents
2,getOwnerDocument
2,getStandalone
2,setDocumentURI
2,getDomConfig
2,getImplementation
2,undeferChildren
2,deletedText
2,addEventListener
2,getNodeType
2,getInputEncoding
2,renamedAttrNode
2,getXmlEncoding
2,isXMLVersionChanged
2,changes
2,replacingNode
2,replacedCharacterData
2,removedNode
2,abort
2,changed
2,getDoctype
2,getVersion
2,insertedText
2,setTextContent
2,getNodeListCache
2,getElementById
2,setXmlStandalone
2,loadXML
2,modifyingCharacterData
2,getAsync
2,getElementsByTagNameNS
2,getNodeName
2,modifiedAttrValue
2,setStandalone
2,getDocumentURI
2,removingNode
2,createAttributeNS
2,createElementNS
2,getEncoding
2,insertingNode
2,freeNodeListCache
2,clone
2,replacedText
2,load
2,setXmlEncoding
2,insertedNode
2,getDocumentElement
2,removeEventListener
2,canRenameElements
2,setAsync
2,getXmlVersion
2,getElementsByTagName
2,createDocumentType
2,removedAttrNode
2,createTextNode
2,copyEventListeners
2,createComment
2,getFeature
2,setAttrNode
2,dispatchEvent
2,modifiedCharacterData
2,getBaseURI
2,getXmlStandalone
2,setVersion
2,createCDATASection
2,renamedElement
2,replacingData
2,setInputEncoding
2,isNormalizeDocRequired
2,setMutationEvents
2,createDocumentFragment
2,setEncoding
2,replacedNode
2,getTextContent
3,replaceChild
3,insertBefore
3,removeChild
4,writeObject
4,getNodeNumber
4,readObject
5,replaceRenameElement
6,cloneNode
7,normalizeDocument
8,adoptNode
9,importNode
10,setXmlVersion
11,isKidOK
12,renameNode
