cluster_id,method_name
0,getXmlEncoding
0,removingNode
0,getDocumentURI
0,abort
0,dispatchEvent
0,removedNode
0,modifiedCharacterData
0,getBaseURI
0,getXmlStandalone
0,setVersion
0,getStrictErrorChecking
0,createCDATASection
0,renamedElement
0,replacingData
0,removeIdentifier
0,isNormalizeDocRequired
0,createDocumentFragment
0,getErrorChecking
0,modifiedAttrValue
0,getOwnerDocument
0,getInputEncoding
0,insertedText
0,modifyingCharacterData
0,setUserDataTable
0,setXmlStandalone
0,getAsync
0,getElementsByTagNameNS
0,checkDOMNSErr
0,setStrictErrorChecking
0,getNodeName
0,setEncoding
0,getNodeListCache
0,getMutationEvents
0,setDocumentURI
0,setTextContent
0,renamedAttrNode
0,deletedText
0,addEventListener
0,getNodeType
0,getIdentifier
0,getImplementation
0,replacedNode
0,setMutationEvents
0,loadXML
0,getIdentifiers
0,clone
0,checkNamespaceWF
0,replacedText
0,setErrorChecking
0,load
0,putIdentifier
0,removedAttrNode
0,insertedNode
0,copyEventListeners
0,getDocumentElement
0,removeEventListener
0,getElementsByTagName
0,getXmlVersion
0,isValidQName
0,canRenameElements
0,createDocumentType
0,setAsync
0,removeUserDataTable
0,getFeature
0,clearIdentifiers
0,setInputEncoding
0,createTextNode
0,createComment
0,setXmlEncoding
0,freeNodeListCache
0,setUserData
0,setAttrNode
0,createAttributeNS
0,replacingNode
0,replacedCharacterData
0,getEncoding
0,getUserDataRecord
0,isXML11Version
0,insertingNode
0,isXMLName
0,createElementNS
0,getTextContent
1,insertBefore
1,replaceChild
2,changes
2,changed
3,getVersion
4,replaceRenameElement
5,createNotation
5,createElement
5,createEntityReference
5,createAttribute
5,createElementDefinition
5,createProcessingInstruction
5,createEntity
6,setStandalone
7,getElementById
8,saveXML
9,getUserData
10,getNodeNumber
11,writeObject
12,cloneNode
13,readObject
14,getDoctype
15,renameNode
16,setXmlVersion
17,isKidOK
18,callUserDataHandlers
19,importNode
20,isXMLVersionChanged
21,undeferChildren
22,getStandalone
23,adoptNode
24,getDomConfig
25,removeChild
26,checkQName
27,normalizeDocument
