cluster_id,method_name
0,setNotationDecl
0,getNotationDecl
1,getNextAttributeDeclIndex
1,getAttributeDeclIsExternal
1,getElementDeclIsExternal
2,getContentSpecIndex
2,getContentSpecAsString
2,setContentSpecIndex
3,startGroup
3,pcdata
4,getFirstAttributeDeclIndex
4,setFirstAttributeDeclIndex
5,buildSyntaxTree
5,createChildModel
6,setEntityDecl
6,getEntityDecl
7,startDTD
7,initializeContentModelStack
8,setContentSpec
8,getContentSpec
9,attributeDecl
10,any
10,endConditional
10,getEntityDeclIndex
10,startAttlist
10,getElementDeclIndex
10,getNotationDeclIndex
10,isNamespaceAware
10,endContentModel
10,empty
10,resize
10,putElementNameMapping
10,processingInstruction
10,textDecl
10,endAttlist
10,startConditional
10,comment
10,ignoredCharacters
11,getDTDSource
11,setDTDSource
12,unparsedEntityDecl
12,internalEntityDecl
12,externalEntityDecl
13,addUniqueLeafNode
13,addContentSpecNode
14,setElementDecl
15,createAttributeDecl
16,endParameterEntity
16,startParameterEntity
17,endDTD
17,getElementDeclName
18,elementDecl
19,endGroup
20,startContentModel
21,element
22,getFirstElementDeclIndex
22,getNextElementDeclIndex
23,printAttribute
24,endExternalSubset
24,startExternalSubset
25,getDTDContentModelSource
25,setDTDContentModelSource
26,contentSpecTree
27,ensureAttributeDeclCapacity
28,createNotationDecl
29,occurrence
30,ensureNotationDeclCapacity
31,addContentSpecToElement
32,getAttributeDecl
33,createElementDecl
34,appendContentSpec
35,notationDecl
36,getAttributeDeclIndex
37,getContentSpecType
38,printAttributes
39,ensureElementDeclCapacity
40,printElements
41,getElementDecl
42,isCDATAAttribute
43,createEntityDecl
44,createContentSpec
45,isEntityUnparsed
46,isImmutable
47,setAttributeDecl
48,getSymbolTable
49,ensureContentSpecCapacity
50,getGrammarDescription
51,getElementContentModelValidator
52,isEntityDeclared
53,ensureEntityDeclCapacity
54,separator
