cluster_id,method_name
0,removeParticle
0,addGlobalElementDecls
0,expandRelatedAttributeUsesComponents
0,setDeclPool
0,addGlobalComponents
0,addGlobalAttributeDecl
0,findQName
0,null2EmptyString
0,expandRelatedParticleComponents
0,containedImportedGrammar
0,getGlobalAttributeDecl
0,getGlobalTypeDecl
0,setDVFactory
0,getGlobalAttributeGroupDecl
0,element2Locator
0,expandRelatedAttributeUseComponents
0,addGlobalNotationDecl
0,addNamespaceDependency
0,getIDRegistry
0,prepareForParse
0,getSchemaDocument0
0,getIDRegistry_sub
0,updateImportListWith
0,expandRelatedModelGroupComponents
0,schemaDocument2SystemId
0,findXSDocumentForDecl
0,traverseGlobalDecl
0,addNewGrammarLocations
0,nonAnnotationContent
0,addGlobalElementDecl
0,getGlobalNotationDecl
0,needReportTNSError
0,setSchemasVisible
0,updateImportDependencies
0,getGlobalGroupDecl
0,emptyString2Null
0,expandComponents
0,expandRelatedAttributeGroupComponents
0,addGlobalTypeDecl
0,getGlobalElementDecl
0,addIDConstraintDecl
0,addGlobalAttributeGroupDecl
0,addGlobalGroupDecl
0,expandRelatedModelGroupDefinitionComponents
0,createGrammarFrom
0,doc2SystemId
0,canAddComponents
0,setGenerateSyntheticAnnotations
0,findDependentNamespaces
0,expandRelatedTypeComponents
0,getIDConstraintDecl
0,expandGrammars
1,canAddComponent
1,getGlobalDeclFromGrammar
2,getGrpOrAttrGrpRedefinedByRestriction
2,getSchemaDocument1
2,reportSharingError
3,resolveSchema
3,resolveSchemaSource
4,storeKeyRef
5,existingGrammars
5,addGrammars
5,isExistingGrammar
6,addRelatedAttribute
6,addRelatedElement
6,addRelatedType
7,addGlobalTypeDecls
8,renameRedefiningComponents
8,changeRedefineGroup
9,prepareForTraverse
10,parseSchema
11,expandRelatedAttributeComponents
11,expandRelatedElementComponents
11,expandRelatedComplexTypeComponents
11,expandRelatedSimpleTypeComponents
12,expandImportList
12,getGrammar
12,addNewImportedGrammars
12,updateImportList
12,addImportList
12,updateImportListFor
13,createAnnotationValidator
14,addGlobalGroupDecls
15,addGlobalAttributeGroupDecls
16,getSchemaGrammar
17,findGrammar
18,expandRelatedComponents
19,createTraversers
20,resolveKeyRefs
21,fillInLocalElemInfo
22,addGrammarComponents
23,reset
24,checkForDuplicateNames
25,getSchemaDocument
26,reportSchemaWarning
26,reportSchemaError
27,validateAnnotations
28,constructTrees
29,traverseLocalElements
30,addNewGrammarComponents
31,buildGlobalNameRegistries
32,addGlobalNotationDecls
33,traverseSchemas
34,addGlobalAttributeDecls
35,getGlobalDecl
36,addGlobalComponent
