cluster_id,method_name
0,getContentSpec
0,ensureContentSpecCapacity
0,createContentSpec
0,setContentSpec
1,getEntityDecl
1,setEntityDecl
1,ensureEntityDeclCapacity
2,isCDATAAttribute
2,printAttributes
2,printAttribute
2,getAttributeDeclIndex
3,getFirstAttributeDeclIndex
3,setContentSpecIndex
3,getElementDeclName
3,getElementDeclIsExternal
3,setFirstAttributeDeclIndex
3,getContentSpecAsString
3,endDTD
3,getContentSpecType
3,getNextAttributeDeclIndex
3,getAttributeDeclIsExternal
3,getContentSpecIndex
4,getNotationDecl
4,ensureNotationDeclCapacity
4,setNotationDecl
5,appendContentSpec
5,any
5,startConditional
5,setDTDSource
5,endContentModel
5,startAttlist
5,endAttlist
5,processingInstruction
5,getNotationDeclIndex
5,getNextElementDeclIndex
5,getFirstElementDeclIndex
5,isImmutable
5,textDecl
5,getGrammarDescription
5,startExternalSubset
5,printElements
5,getDTDSource
5,ignoredCharacters
5,empty
5,setDTDContentModelSource
5,addContentSpecNode
5,endExternalSubset
5,getDTDContentModelSource
5,endConditional
5,isEntityDeclared
5,contentSpecTree
5,putElementNameMapping
5,resize
5,comment
5,addUniqueLeafNode
5,getSymbolTable
5,getElementDeclIndex
5,isNamespaceAware
5,getEntityDeclIndex
6,isEntityUnparsed
6,createNotationDecl
7,endGroup
7,startDTD
7,initializeContentModelStack
7,separator
8,getAttributeDecl
8,createAttributeDecl
9,attributeDecl
10,startGroup
10,occurrence
10,pcdata
10,element
11,createChildModel
11,buildSyntaxTree
12,getElementContentModelValidator
13,ensureAttributeDeclCapacity
14,externalEntityDecl
14,endParameterEntity
14,unparsedEntityDecl
14,startParameterEntity
14,internalEntityDecl
15,addContentSpecToElement
16,createElementDecl
17,notationDecl
18,elementDecl
19,ensureElementDeclCapacity
20,startContentModel
21,createEntityDecl
22,getElementDecl
22,setElementDecl
23,setAttributeDecl
