cluster_id,method_name
0,checkQName
1,removingNode
1,loadXML
1,dispatchEvent
1,modifiedCharacterData
1,removedNode
1,getXmlStandalone
1,setVersion
1,createCDATASection
1,renamedElement
1,replacingData
1,setMutationEvents
1,isNormalizeDocRequired
1,createDocumentFragment
1,setEncoding
1,setXmlStandalone
1,modifiedAttrValue
1,getElementById
1,setStandalone
1,getOwnerDocument
1,getNodeName
1,isXMLVersionChanged
1,undeferChildren
1,getImplementation
1,getMutationEvents
1,getElementsByTagNameNS
1,getAsync
1,getStandalone
1,renamedAttrNode
1,deletedText
1,addEventListener
1,getNodeType
1,writeObject
1,getDomConfig
1,getInputEncoding
1,modifyingCharacterData
1,getTextContent
1,replacedNode
1,clone
1,canRenameElements
1,removeEventListener
1,getDocumentElement
1,copyEventListeners
1,insertedNode
1,replacedCharacterData
1,load
1,getXmlVersion
1,replacedText
1,getElementsByTagName
1,setAttrNode
1,getDoctype
1,freeNodeListCache
1,setAsync
1,insertingNode
1,abort
1,getVersion
1,getNodeListCache
1,setInputEncoding
1,createTextNode
1,createComment
1,removedAttrNode
1,replacingNode
1,insertedText
1,setTextContent
1,createElementNS
1,getEncoding
1,createDocumentType
1,createAttributeNS
2,adoptNode
3,importNode
4,replaceChild
4,insertBefore
5,renameNode
6,isXML11Version
6,isValidQName
6,isXMLName
7,cloneNode
8,getUserData
9,checkDOMNSErr
9,saveXML
9,getStrictErrorChecking
9,getErrorChecking
9,setStrictErrorChecking
9,checkNamespaceWF
9,setErrorChecking
10,createProcessingInstruction
10,createElementDefinition
10,createEntity
10,createElement
10,createNotation
10,createEntityReference
10,createAttribute
11,getUserDataRecord
11,setUserDataTable
11,readObject
11,removeUserDataTable
11,callUserDataHandlers
11,setUserData
12,putIdentifier
12,removeIdentifier
12,getIdentifiers
12,getIdentifier
12,clearIdentifiers
13,getNodeNumber
14,replaceRenameElement
15,setDocumentURI
15,getDocumentURI
15,getBaseURI
16,setXmlVersion
17,normalizeDocument
18,removeChild
19,getFeature
20,isKidOK
21,changes
21,changed
22,setXmlEncoding
22,getXmlEncoding
