cluster_id,method_name
0,isCDATAAttribute
0,getElementDeclIndex
0,getSymbolTable
0,getEntityDeclIndex
0,startContentModel
0,notationDecl
0,addContentSpecNode
0,startExternalSubset
0,startAttlist
0,startConditional
0,any
0,appendContentSpec
0,printAttributes
0,getGrammarDescription
0,printAttribute
0,endContentModel
0,setDTDSource
0,endAttlist
0,processingInstruction
0,pcdata
0,getNotationDeclIndex
0,getNextElementDeclIndex
0,getAttributeDeclIndex
0,getFirstElementDeclIndex
0,isImmutable
0,textDecl
0,isNamespaceAware
0,comment
0,printElements
0,resize
0,startGroup
0,empty
0,endConditional
0,addUniqueLeafNode
0,ignoredCharacters
0,createNotationDecl
0,endExternalSubset
0,getDTDContentModelSource
0,getDTDSource
0,setDTDContentModelSource
0,contentSpecTree
0,putElementNameMapping
0,isEntityDeclared
1,isEntityUnparsed
1,setFirstAttributeDeclIndex
1,getNextAttributeDeclIndex
1,createEntityDecl
1,getFirstAttributeDeclIndex
1,getAttributeDeclIsExternal
1,getElementDeclIsExternal
2,setAttributeDecl
2,createAttributeDecl
2,getAttributeDecl
3,element
3,occurrence
3,addContentSpecToElement
4,attributeDecl
5,externalEntityDecl
5,internalEntityDecl
5,unparsedEntityDecl
6,getEntityDecl
6,ensureEntityDeclCapacity
6,setEntityDecl
7,setElementDecl
7,getElementDecl
7,createElementDecl
8,elementDecl
9,initializeContentModelStack
9,startDTD
10,ensureAttributeDeclCapacity
11,getElementDeclName
11,getContentSpecType
11,setContentSpecIndex
11,getContentSpecIndex
11,getElementContentModelValidator
11,getContentSpecAsString
11,endDTD
12,createContentSpec
12,getContentSpec
12,setContentSpec
13,buildSyntaxTree
13,createChildModel
14,ensureElementDeclCapacity
15,endGroup
15,separator
16,ensureNotationDeclCapacity
17,startParameterEntity
17,endParameterEntity
18,setNotationDecl
18,getNotationDecl
19,ensureContentSpecCapacity
