cluster_id,method_name
0,endContentModel
0,resize
0,putElementNameMapping
0,getGrammarDescription
0,isEntityDeclared
0,getEntityDeclIndex
0,getDTDSource
0,printAttribute
0,getDTDContentModelSource
0,any
0,getSymbolTable
0,endExternalSubset
0,setDTDSource
0,isNamespaceAware
0,startConditional
0,setDTDContentModelSource
0,startExternalSubset
0,startAttlist
0,ignoredCharacters
0,endAttlist
0,isImmutable
0,processingInstruction
0,endConditional
0,empty
0,pcdata
0,getNotationDeclIndex
0,textDecl
0,getElementDeclIndex
0,comment
1,getFirstAttributeDeclIndex
1,setFirstAttributeDeclIndex
2,createAttributeDecl
3,attributeDecl
4,setEntityDecl
4,getEntityDecl
5,elementDecl
6,separator
6,endGroup
7,getContentSpecAsString
8,setElementDecl
9,getNotationDecl
10,ensureElementDeclCapacity
11,addContentSpecToElement
12,getContentSpec
12,createContentSpec
13,buildSyntaxTree
13,createChildModel
14,internalEntityDecl
14,unparsedEntityDecl
14,externalEntityDecl
15,ensureAttributeDeclCapacity
16,ensureContentSpecCapacity
17,setAttributeDecl
18,getContentSpecIndex
18,setContentSpecIndex
19,getElementContentModelValidator
20,createEntityDecl
21,occurrence
21,element
22,getAttributeDecl
23,printAttributes
24,endDTD
24,getElementDeclName
25,startContentModel
26,ensureEntityDeclCapacity
27,startParameterEntity
27,endParameterEntity
28,startDTD
28,initializeContentModelStack
29,createElementDecl
30,addUniqueLeafNode
30,addContentSpecNode
31,ensureNotationDeclCapacity
32,getAttributeDeclIndex
33,notationDecl
34,isCDATAAttribute
35,startGroup
36,getContentSpecType
37,appendContentSpec
38,isEntityUnparsed
39,getElementDecl
40,createNotationDecl
41,getFirstElementDeclIndex
41,getNextElementDeclIndex
42,getElementDeclIsExternal
42,getNextAttributeDeclIndex
43,contentSpecTree
44,getAttributeDeclIsExternal
45,setNotationDecl
46,setContentSpec
47,printElements
