cluster_id,method_name
0,checkQName
1,dispatchEvent
1,loadXML
1,modifiedCharacterData
1,setXmlStandalone
1,getXmlStandalone
1,setVersion
1,createCDATASection
1,setStandalone
1,replacingData
1,setMutationEvents
1,isNormalizeDocRequired
1,createDocumentFragment
1,getElementsByTagNameNS
1,setEncoding
1,replacedNode
1,removingNode
1,renamedElement
1,modifiedAttrValue
1,getOwnerDocument
1,isXMLVersionChanged
1,getNodeName
1,undeferChildren
1,getImplementation
1,getMutationEvents
1,getNodeNumber
1,getStandalone
1,renamedAttrNode
1,deletedText
1,addEventListener
1,getNodeType
1,modifyingCharacterData
1,writeObject
1,getDomConfig
1,getInputEncoding
1,getElementById
1,getTextContent
1,getAsync
1,abort
1,clone
1,createDocumentType
1,getElementsByTagName
1,getXmlVersion
1,setAttrNode
1,replacedText
1,removedNode
1,changes
1,replacedCharacterData
1,insertedNode
1,copyEventListeners
1,getDocumentElement
1,removeEventListener
1,replacingNode
1,load
1,canRenameElements
1,setAsync
1,insertingNode
1,createTextNode
1,removedAttrNode
1,setInputEncoding
1,createComment
1,setTextContent
1,getFeature
1,changed
1,insertedText
1,createElementNS
1,getEncoding
1,getVersion
1,getDoctype
1,createAttributeNS
2,importNode
3,removeChild
4,replaceRenameElement
5,createElement
5,createNotation
5,createProcessingInstruction
5,createAttribute
5,createEntityReference
5,createElementDefinition
5,createEntity
6,adoptNode
7,renameNode
8,saveXML
8,getStrictErrorChecking
8,checkNamespaceWF
8,setStrictErrorChecking
8,checkDOMNSErr
8,setErrorChecking
8,getErrorChecking
9,isKidOK
10,normalizeDocument
11,setDocumentURI
11,getDocumentURI
11,getBaseURI
12,putIdentifier
12,getIdentifiers
12,clearIdentifiers
12,cloneNode
12,removeIdentifier
12,getIdentifier
13,setXmlVersion
14,insertBefore
14,replaceChild
15,isValidQName
15,isXMLName
15,isXML11Version
16,removeUserDataTable
16,callUserDataHandlers
16,getUserDataRecord
16,setUserData
16,getUserData
16,setUserDataTable
16,readObject
17,setXmlEncoding
17,getXmlEncoding
18,freeNodeListCache
18,getNodeListCache
