cluster_id,method_name
0,processXMLLangAttributes
1,reset
2,getBaseURI
2,getRelativeURI
3,startCDATA
3,endGeneralEntity
3,endCDATA
4,emptyElement
5,startAttlist
6,handleIncludeElement
7,checkAndSendUnparsedEntity
8,setProperty
9,getPropertyDefault
9,addNotation
9,isTopLevelIncludedItem
9,restoreBaseURI
9,scopeOfBaseURI
9,restoreLanguage
9,getRecognizedFeatures
9,checkUnparsedEntity
9,isIncludeElement
9,processXMLBaseAttributes
9,isValidInHTTPHeader
9,addUnparsedEntity
9,getDocumentHandler
9,sameBaseURIAsIncludeParent
9,isEqual
9,reportError
9,scopeOfLanguage
9,getResultDepth
9,hasXIncludeNamespace
9,copyFeatures
9,createInputSource
9,reportResourceError
9,setXIncludeLocator
9,setHref
9,getLanguage
9,getFeatureDefault
9,checkNotation
9,copyFeatures1
9,getRecognizedProperties
10,handleFallbackElement
11,endElement
12,startDocument
13,escapeHref
14,setErrorReporter
15,processAttributes
16,comment
17,getRelativeBaseURI
18,notationDecl
19,startElement
20,getIncludeParentLanguage
21,getDocumentSource
21,setDocumentSource
22,checkWhitespace
22,setupCurrentBaseURI
22,reportFatalError
22,checkMultipleRootElements
23,getRootElementProcessed
24,doctypeDecl
25,checkAndSendNotation
26,endAttlist
26,internalEntityDecl
26,externalEntityDecl
26,attributeDecl
26,elementDecl
26,getDTDHandler
26,startExternalSubset
26,endExternalSubset
26,startConditional
26,endParameterEntity
26,setDTDHandler
26,ignoredCharacters
26,startParameterEntity
26,endConditional
27,saveLanguage
27,setState
27,isTopLevelIncludedItemViaFallback
27,saveBaseURI
27,getState
27,isTopLevelIncludedItemViaInclude
28,xmlDecl
29,getIncludeParentBaseURI
30,setFeature
31,characters
32,endDocument
33,setParent
33,isRootDocument
33,searchForRecursiveIncludes
34,setDocumentHandler
35,getDTDSource
35,setDTDSource
36,getIncludeParentDepth
37,startDTD
38,modifyAugmentations
39,ignorableWhitespace
40,getSawInclude
40,setSawInclude
41,endDTD
42,processingInstruction
43,isFallbackElement
44,sameLanguageAsIncludeParent
45,textDecl
46,unparsedEntityDecl
47,setRootElementProcessed
48,startGeneralEntity
49,setSawFallback
49,getSawFallback
