cluster_id,method_name
0,processXMLLangAttributes
0,sameLanguageAsIncludeParent
1,reset
2,getBaseURI
2,getRelativeURI
3,startGeneralEntity
3,textDecl
3,ignorableWhitespace
3,endCDATA
3,endGeneralEntity
3,characters
3,startCDATA
4,emptyElement
5,startAttlist
6,handleIncludeElement
7,checkAndSendUnparsedEntity
8,setProperty
9,startConditional
9,scopeOfBaseURI
9,getFeatureDefault
9,startDTD
9,checkWhitespace
9,getState
9,getDocumentHandler
9,addUnparsedEntity
9,searchForRecursiveIncludes
9,isValidInHTTPHeader
9,saveBaseURI
9,setDTDSource
9,processXMLBaseAttributes
9,sameBaseURIAsIncludeParent
9,restoreLanguage
9,setupCurrentBaseURI
9,getSawInclude
9,attributeDecl
9,externalEntityDecl
9,setDocumentSource
9,reportResourceError
9,xmlDecl
9,reportFatalError
9,doctypeDecl
9,saveLanguage
9,unparsedEntityDecl
9,isRootDocument
9,getDTDHandler
9,internalEntityDecl
9,copyFeatures1
9,elementDecl
9,endDTD
9,getDocumentSource
9,restoreBaseURI
9,setParent
9,endAttlist
9,getLanguage
9,addNotation
9,startExternalSubset
9,getSawFallback
9,setSawInclude
9,getResultDepth
9,isIncludeElement
9,checkNotation
9,getDTDSource
9,isFallbackElement
9,setRootElementProcessed
9,endExternalSubset
9,getRecognizedProperties
9,setState
9,checkMultipleRootElements
9,setHref
9,endDocument
9,setSawFallback
9,setXIncludeLocator
9,ignoredCharacters
9,endConditional
9,createInputSource
9,copyFeatures
9,reportError
9,checkUnparsedEntity
9,isTopLevelIncludedItemViaInclude
9,endParameterEntity
9,getRecognizedFeatures
9,modifyAugmentations
9,isTopLevelIncludedItemViaFallback
9,startParameterEntity
9,hasXIncludeNamespace
9,setDocumentHandler
9,isEqual
9,getIncludeParentDepth
9,isTopLevelIncludedItem
9,setDTDHandler
9,scopeOfLanguage
9,getPropertyDefault
9,getIncludeParentBaseURI
9,getRootElementProcessed
9,setFeature
10,handleFallbackElement
11,endElement
12,startDocument
13,escapeHref
14,setErrorReporter
15,processAttributes
16,processingInstruction
16,comment
17,getRelativeBaseURI
18,checkAndSendNotation
18,notationDecl
19,startElement
20,getIncludeParentLanguage
