cluster_id,method_name
0,createEntityDecl
0,createNotationDecl
0,isEntityUnparsed
1,getAttributeDecl
1,createAttributeDecl
1,setAttributeDecl
2,startGroup
2,startDTD
2,element
2,initializeContentModelStack
2,endGroup
2,occurrence
2,pcdata
2,separator
3,createContentSpec
3,getContentSpec
3,setContentSpec
3,ensureContentSpecCapacity
4,setNotationDecl
4,getNotationDecl
4,ensureNotationDeclCapacity
5,getNotationDeclIndex
5,processingInstruction
5,endAttlist
5,addContentSpecNode
5,appendContentSpec
5,startAttlist
5,setDTDSource
5,getEntityDeclIndex
5,endContentModel
5,startConditional
5,any
5,startExternalSubset
5,printElements
5,comment
5,getNextElementDeclIndex
5,textDecl
5,empty
5,endConditional
5,addUniqueLeafNode
5,ignoredCharacters
5,setDTDContentModelSource
5,endExternalSubset
5,isImmutable
5,getDTDContentModelSource
5,getFirstElementDeclIndex
5,getDTDSource
5,isEntityDeclared
5,contentSpecTree
5,putElementNameMapping
5,resize
5,isNamespaceAware
5,getElementDeclIndex
5,getSymbolTable
5,getGrammarDescription
6,getAttributeDeclIndex
6,printAttribute
6,isCDATAAttribute
6,printAttributes
7,setEntityDecl
7,ensureEntityDeclCapacity
7,getEntityDecl
8,setContentSpecIndex
8,getFirstAttributeDeclIndex
8,setFirstAttributeDeclIndex
8,getElementDeclName
8,getAttributeDeclIsExternal
8,getContentSpecType
8,getElementDeclIsExternal
8,getContentSpecIndex
8,getNextAttributeDeclIndex
8,getContentSpecAsString
8,endDTD
9,attributeDecl
10,setElementDecl
10,getElementDecl
11,createChildModel
11,buildSyntaxTree
12,getElementContentModelValidator
13,ensureAttributeDeclCapacity
14,startParameterEntity
14,externalEntityDecl
14,unparsedEntityDecl
14,endParameterEntity
14,internalEntityDecl
15,addContentSpecToElement
16,createElementDecl
17,notationDecl
18,elementDecl
19,ensureElementDeclCapacity
20,startContentModel
