cluster_id,method_name
0,pcdata
0,any
0,startConditional
0,startAttlist
0,isImmutable
0,getEntityDeclIndex
0,processingInstruction
0,getSymbolTable
0,endContentModel
0,getElementDeclIndex
0,isNamespaceAware
0,comment
0,putElementNameMapping
0,getDTDSource
0,resize
0,ignoredCharacters
0,endAttlist
0,empty
0,getNotationDeclIndex
0,endConditional
0,textDecl
0,setDTDSource
1,setFirstAttributeDeclIndex
1,getFirstAttributeDeclIndex
2,createAttributeDecl
3,getEntityDecl
3,setEntityDecl
4,internalEntityDecl
4,externalEntityDecl
4,unparsedEntityDecl
5,attributeDecl
6,elementDecl
7,element
8,getElementDecl
9,ensureNotationDeclCapacity
10,getContentSpecAsString
11,ensureElementDeclCapacity
12,setContentSpec
13,separator
13,endGroup
14,endDTD
14,getElementDeclName
15,ensureAttributeDeclCapacity
16,getElementContentModelValidator
17,createElementDecl
18,ensureEntityDeclCapacity
19,addContentSpecToElement
20,createEntityDecl
21,addUniqueLeafNode
21,addContentSpecNode
22,startDTD
23,getAttributeDecl
24,setNotationDecl
25,buildSyntaxTree
25,createChildModel
26,getAttributeDeclIndex
27,setAttributeDecl
28,setElementDecl
29,notationDecl
30,ensureContentSpecCapacity
31,getContentSpecIndex
31,setContentSpecIndex
32,createNotationDecl
33,startContentModel
34,startParameterEntity
34,endParameterEntity
35,startGroup
36,printAttributes
37,isEntityUnparsed
38,printAttribute
39,isCDATAAttribute
40,endExternalSubset
40,startExternalSubset
41,setDTDContentModelSource
41,getDTDContentModelSource
42,createContentSpec
42,getContentSpec
43,getContentSpecType
44,getAttributeDeclIsExternal
45,getNextAttributeDeclIndex
46,printElements
47,getElementDeclIsExternal
48,getGrammarDescription
49,getNextElementDeclIndex
49,getFirstElementDeclIndex
50,contentSpecTree
51,appendContentSpec
52,occurrence
53,getNotationDecl
54,initializeContentModelStack
55,isEntityDeclared
