cluster_id,method_name
0,restoreLanguage
0,isEqual
0,getRecognizedFeatures
0,isIncludeElement
0,getBaseURI
0,isValidInHTTPHeader
0,processXMLLangAttributes
0,checkWhitespace
0,searchForRecursiveIncludes
0,scopeOfBaseURI
0,getFeatureDefault
0,sameBaseURIAsIncludeParent
0,getDocumentHandler
0,addUnparsedEntity
0,setDTDSource
0,processXMLBaseAttributes
0,setupCurrentBaseURI
0,addNotation
0,setParent
0,restoreBaseURI
0,getDocumentSource
0,copyFeatures1
0,getLanguage
0,isRootDocument
0,sameLanguageAsIncludeParent
0,reportFatalError
0,reportResourceError
0,setDocumentSource
0,getRelativeURI
0,getSawInclude
0,isTopLevelIncludedItem
0,scopeOfLanguage
0,getSawFallback
0,checkNotation
0,setXIncludeLocator
0,getDTDSource
0,getResultDepth
0,isFallbackElement
0,getRecognizedProperties
0,createInputSource
0,copyFeatures
0,getPropertyDefault
0,hasXIncludeNamespace
0,setSawInclude
0,reportError
0,setHref
0,checkUnparsedEntity
0,setSawFallback
1,getRootElementProcessed
1,endDocument
1,setRootElementProcessed
2,xmlDecl
2,doctypeDecl
3,getDTDHandler
3,elementDecl
3,endExternalSubset
3,ignoredCharacters
3,endAttlist
3,internalEntityDecl
3,startConditional
3,startExternalSubset
3,endConditional
3,endParameterEntity
3,attributeDecl
3,externalEntityDecl
3,setDTDHandler
3,startParameterEntity
3,startAttlist
3,notationDecl
4,endCDATA
4,ignorableWhitespace
4,textDecl
4,endGeneralEntity
4,startCDATA
5,comment
5,processingInstruction
6,startDTD
6,endDTD
7,modifyAugmentations
8,unparsedEntityDecl
9,getRelativeBaseURI
10,saveLanguage
10,setState
10,isTopLevelIncludedItemViaInclude
10,getIncludeParentDepth
10,saveBaseURI
10,getState
10,isTopLevelIncludedItemViaFallback
11,handleIncludeElement
12,setProperty
13,checkAndSendNotation
14,startGeneralEntity
15,reset
16,setDocumentHandler
17,escapeHref
18,characters
19,startDocument
20,getIncludeParentLanguage
21,handleFallbackElement
22,emptyElement
23,checkMultipleRootElements
24,startElement
25,endElement
26,setErrorReporter
27,setFeature
28,getIncludeParentBaseURI
29,processAttributes
30,checkAndSendUnparsedEntity
