cluster_id,method_name
0,endCDATA
0,ignorableWhitespace
1,textDecl
2,setRootElementProcessed
2,getRootElementProcessed
3,handleFallbackElement
4,xmlDecl
5,getIncludeParentLanguage
6,processXMLBaseAttributes
6,setDTDSource
6,addUnparsedEntity
6,getDocumentHandler
6,getState
6,sameBaseURIAsIncludeParent
6,startDTD
6,getFeatureDefault
6,restoreLanguage
6,searchForRecursiveIncludes
6,startConditional
6,processXMLLangAttributes
6,isValidInHTTPHeader
6,getBaseURI
6,saveBaseURI
6,isIncludeElement
6,startAttlist
6,scopeOfBaseURI
6,checkWhitespace
6,setupCurrentBaseURI
6,endAttlist
6,getSawInclude
6,attributeDecl
6,externalEntityDecl
6,getRelativeURI
6,setDocumentSource
6,reportResourceError
6,reportFatalError
6,doctypeDecl
6,sameLanguageAsIncludeParent
6,saveLanguage
6,isRootDocument
6,getLanguage
6,getDTDHandler
6,internalEntityDecl
6,copyFeatures1
6,elementDecl
6,endDTD
6,getDocumentSource
6,restoreBaseURI
6,setParent
6,addNotation
6,unparsedEntityDecl
6,notationDecl
6,startExternalSubset
6,getDTDSource
6,checkNotation
6,isTopLevelIncludedItemViaInclude
6,isFallbackElement
6,endExternalSubset
6,getRecognizedProperties
6,setState
6,checkMultipleRootElements
6,setHref
6,setSawFallback
6,setXIncludeLocator
6,ignoredCharacters
6,endConditional
6,createInputSource
6,copyFeatures
6,hasXIncludeNamespace
6,setDTDHandler
6,endParameterEntity
6,getResultDepth
6,setSawInclude
6,getSawFallback
6,checkUnparsedEntity
6,isTopLevelIncludedItemViaFallback
6,getPropertyDefault
6,scopeOfLanguage
6,startParameterEntity
6,isEqual
6,isTopLevelIncludedItem
6,getIncludeParentDepth
6,reportError
6,getRecognizedFeatures
7,checkAndSendUnparsedEntity
8,handleIncludeElement
9,startGeneralEntity
10,processingInstruction
11,modifyAugmentations
12,processAttributes
13,emptyElement
14,startCDATA
15,endElement
16,escapeHref
17,setFeature
18,endDocument
19,setProperty
20,getRelativeBaseURI
21,startElement
22,setErrorReporter
23,startDocument
24,setDocumentHandler
25,characters
26,getIncludeParentBaseURI
27,reset
28,comment
29,checkAndSendNotation
30,endGeneralEntity
