cluster_id,method_name
0,doc2SystemId
0,getGlobalElementDecl
0,addGlobalAttributeGroupDecl
0,addGlobalAttributeDecl
0,containedImportedGrammar
0,setDVFactory
0,isExistingGrammar
0,expandRelatedModelGroupComponents
0,getGlobalAttributeDecl
0,expandRelatedSimpleTypeComponents
0,existingGrammars
0,expandRelatedModelGroupDefinitionComponents
0,element2Locator
0,getGlobalAttributeGroupDecl
0,addGlobalNotationDecl
0,setGenerateSyntheticAnnotations
0,expandRelatedAttributeUseComponents
0,prepareForParse
0,addNewImportedGrammars
0,getIDRegistry_sub
0,updateImportListWith
0,expandRelatedElementComponents
0,expandGrammars
0,updateImportListFor
0,getIDConstraintDecl
0,getSchemaDocument0
0,expandRelatedParticleComponents
0,getIDRegistry
0,updateImportList
0,findQName
0,addNewGrammarLocations
0,nonAnnotationContent
0,addGlobalElementDecl
0,findDependentNamespaces
0,needReportTNSError
0,setSchemasVisible
0,updateImportDependencies
0,getGlobalGroupDecl
0,addImportList
0,expandComponents
0,expandRelatedAttributeGroupComponents
0,addGlobalTypeDecl
0,traverseGlobalDecl
0,addIDConstraintDecl
0,getGlobalNotationDecl
0,addGlobalGroupDecl
0,getGrammar
0,schemaDocument2SystemId
0,getGlobalTypeDecl
0,canAddComponents
0,expandRelatedAttributeComponents
0,expandRelatedAttributeUsesComponents
0,emptyString2Null
0,setDeclPool
0,findXSDocumentForDecl
0,null2EmptyString
0,addNamespaceDependency
1,removeParticle
2,storeKeyRef
3,addRelatedElement
4,addGlobalGroupDecls
5,renameRedefiningComponents
6,addRelatedAttribute
7,checkForDuplicateNames
8,addGlobalElementDecls
9,getSchemaDocument
10,addGlobalTypeDecls
11,prepareForTraverse
12,traverseLocalElements
13,createAnnotationValidator
14,addNewGrammarComponents
15,addRelatedType
16,reportSchemaError
17,findGrammar
18,expandImportList
19,constructTrees
20,validateAnnotations
21,addGlobalComponent
22,addGlobalAttributeGroupDecls
23,buildGlobalNameRegistries
24,reportSharingError
25,traverseSchemas
26,addGrammarComponents
27,getSchemaGrammar
28,parseSchema
29,getGlobalDeclFromGrammar
30,canAddComponent
31,getGlobalDecl
32,resolveKeyRefs
33,expandRelatedComponents
34,addGrammars
35,createTraversers
36,reset
37,fillInLocalElemInfo
38,expandRelatedComplexTypeComponents
39,getSchemaDocument1
40,addGlobalComponents
41,expandRelatedTypeComponents
42,createGrammarFrom
43,resolveSchema
44,resolveSchemaSource
45,addGlobalNotationDecls
46,changeRedefineGroup
47,addGlobalAttributeDecls
48,getGrpOrAttrGrpRedefinedByRestriction
49,reportSchemaWarning
