cluster_id,method_name
0,getElementDecl
0,setElementDecl
1,isEntityDeclared
1,startConditional
1,resize
1,comment
1,isNamespaceAware
1,processingInstruction
1,getElementDeclIndex
1,putElementNameMapping
1,getSymbolTable
1,getEntityDeclIndex
1,setDTDSource
1,endContentModel
1,startExternalSubset
1,startAttlist
1,getGrammarDescription
1,getDTDSource
1,endAttlist
1,any
1,getFirstElementDeclIndex
1,getDTDContentModelSource
1,textDecl
1,ignoredCharacters
1,isImmutable
1,setDTDContentModelSource
1,empty
1,endConditional
1,getNextElementDeclIndex
1,endExternalSubset
1,getNotationDeclIndex
2,printAttribute
2,isCDATAAttribute
3,contentSpecTree
3,appendContentSpec
4,separator
4,endGroup
5,setContentSpec
5,createContentSpec
5,getContentSpec
6,element
6,occurrence
7,startGroup
7,pcdata
8,getNotationDecl
8,setNotationDecl
9,setFirstAttributeDeclIndex
9,getFirstAttributeDeclIndex
10,getAttributeDeclIsExternal
10,getElementDeclIsExternal
10,getNextAttributeDeclIndex
11,buildSyntaxTree
11,createChildModel
12,externalEntityDecl
12,internalEntityDecl
12,unparsedEntityDecl
13,addUniqueLeafNode
13,addContentSpecNode
14,getContentSpecAsString
14,setContentSpecIndex
14,getContentSpecIndex
15,createAttributeDecl
16,initializeContentModelStack
16,startDTD
17,getElementDeclName
17,endDTD
18,elementDecl
19,attributeDecl
20,startContentModel
21,createEntityDecl
22,isEntityUnparsed
23,setAttributeDecl
24,ensureContentSpecCapacity
25,getElementContentModelValidator
26,ensureEntityDeclCapacity
27,ensureAttributeDeclCapacity
28,createNotationDecl
29,getEntityDecl
29,setEntityDecl
30,ensureNotationDeclCapacity
31,addContentSpecToElement
32,getAttributeDecl
33,createElementDecl
34,endParameterEntity
34,startParameterEntity
35,notationDecl
36,getAttributeDeclIndex
37,getContentSpecType
38,printAttributes
39,ensureElementDeclCapacity
40,printElements
