cluster_id,method_name
0,restoreLanguage
0,addUnparsedEntity
0,getDocumentHandler
0,getState
0,sameBaseURIAsIncludeParent
0,startDTD
0,getFeatureDefault
0,scopeOfBaseURI
0,searchForRecursiveIncludes
0,setDTDSource
0,checkWhitespace
0,processXMLLangAttributes
0,isValidInHTTPHeader
0,getBaseURI
0,saveBaseURI
0,isIncludeElement
0,startAttlist
0,notationDecl
0,isTopLevelIncludedItemViaInclude
0,startConditional
0,getRecognizedFeatures
0,processXMLBaseAttributes
0,setupCurrentBaseURI
0,getSawInclude
0,attributeDecl
0,externalEntityDecl
0,getRelativeURI
0,setDocumentSource
0,reportFatalError
0,saveLanguage
0,isRootDocument
0,unparsedEntityDecl
0,getLanguage
0,internalEntityDecl
0,copyFeatures1
0,elementDecl
0,getDocumentSource
0,restoreBaseURI
0,setParent
0,addNotation
0,endAttlist
0,getDTDHandler
0,isTopLevelIncludedItemViaFallback
0,startExternalSubset
0,endExternalSubset
0,getResultDepth
0,checkNotation
0,getDTDSource
0,isFallbackElement
0,startParameterEntity
0,getRecognizedProperties
0,setState
0,checkMultipleRootElements
0,setSawInclude
0,setHref
0,setXIncludeLocator
0,ignoredCharacters
0,endConditional
0,createInputSource
0,copyFeatures
0,hasXIncludeNamespace
0,setDTDHandler
0,endParameterEntity
0,setSawFallback
0,reportError
0,getSawFallback
0,checkUnparsedEntity
0,isEqual
0,getPropertyDefault
0,scopeOfLanguage
0,isTopLevelIncludedItem
0,getIncludeParentDepth
1,textDecl
2,startCDATA
3,reportResourceError
4,xmlDecl
5,getIncludeParentLanguage
6,endGeneralEntity
7,doctypeDecl
8,sameLanguageAsIncludeParent
9,startGeneralEntity
10,processingInstruction
11,modifyAugmentations
12,processAttributes
13,emptyElement
14,ignorableWhitespace
15,checkAndSendUnparsedEntity
16,handleFallbackElement
17,endDTD
18,endDocument
19,setProperty
20,getRelativeBaseURI
21,startElement
22,setErrorReporter
23,startDocument
24,setDocumentHandler
25,characters
26,getIncludeParentBaseURI
27,reset
28,comment
29,checkAndSendNotation
30,getRootElementProcessed
31,endElement
32,setRootElementProcessed
33,escapeHref
34,endCDATA
35,setFeature
36,handleIncludeElement
