cluster_id,method_name
0,getIDRegistry
0,prepareForParse
0,element2Locator
0,getIDRegistry_sub
0,getSchemaDocument0
0,expandRelatedAttributeUseComponents
0,canAddComponents
0,findXSDocumentForDecl
0,expandComponents
0,expandRelatedAttributeGroupComponents
1,resolveSchemaSource
1,resolveSchema
2,addRelatedAttribute
2,addRelatedType
3,renameRedefiningComponents
3,changeRedefineGroup
4,updateImportListWith
4,findDependentNamespaces
4,addNamespaceDependency
4,updateImportDependencies
4,containedImportedGrammar
5,getGrpOrAttrGrpRedefinedByRestriction
5,reportSharingError
6,addGlobalGroupDecls
7,addGlobalTypeDecls
8,expandRelatedModelGroupDefinitionComponents
8,expandRelatedParticleComponents
9,traverseGlobalDecl
9,setSchemasVisible
10,addGrammars
11,addNewImportedGrammars
11,getGrammar
11,addImportList
11,updateImportList
11,updateImportListFor
12,existingGrammars
12,isExistingGrammar
13,createAnnotationValidator
14,addNewGrammarComponents
15,addGlobalAttributeGroupDecls
16,getSchemaGrammar
17,findGrammar
18,expandRelatedElementComponents
18,expandRelatedAttributeComponents
18,expandRelatedSimpleTypeComponents
19,storeKeyRef
20,addGlobalElementDecls
21,parseSchema
22,expandImportList
23,reset
24,removeParticle
25,expandGrammars
25,addNewGrammarLocations
25,nonAnnotationContent
25,addGlobalElementDecl
25,schemaDocument2SystemId
25,findQName
25,needReportTNSError
25,null2EmptyString
25,getGlobalGroupDecl
25,addGlobalTypeDecl
25,getGlobalNotationDecl
25,addGlobalNotationDecl
25,addGlobalGroupDecl
25,addIDConstraintDecl
25,getGlobalElementDecl
25,getGlobalAttributeGroupDecl
25,addGlobalAttributeGroupDecl
25,addGlobalAttributeDecl
25,doc2SystemId
25,getGlobalAttributeDecl
25,getIDConstraintDecl
25,emptyString2Null
25,getGlobalTypeDecl
26,setGenerateSyntheticAnnotations
27,setDeclPool
28,expandRelatedModelGroupComponents
29,traverseLocalElements
30,getGlobalDeclFromGrammar
31,buildGlobalNameRegistries
32,addGlobalNotationDecls
33,traverseSchemas
34,addGlobalAttributeDecls
35,getGlobalDecl
36,addGlobalComponent
37,expandRelatedComponents
38,reportSchemaError
39,createTraversers
40,prepareForTraverse
41,resolveKeyRefs
42,expandRelatedTypeComponents
43,fillInLocalElemInfo
44,getSchemaDocument1
45,addGrammarComponents
46,expandRelatedComplexTypeComponents
47,createGrammarFrom
48,canAddComponent
49,reportSchemaWarning
50,checkForDuplicateNames
51,getSchemaDocument
52,addRelatedElement
53,addGlobalComponents
54,expandRelatedAttributeUsesComponents
55,validateAnnotations
56,setDVFactory
57,constructTrees
